Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
3418,The Wizard of Oz 2013 3D/IMAX Release,5787802,5633202,154600,2013.csv,2013,97.3%,2.7%
3419,Dylan Dog: Dead of Night,5782515,1186538,4595977,2011.csv,2011,20.5%,79.5%
3420,The Skeleton Twins,5776640,5284309,492331,2014.csv,2014,91.5%,8.5%
3421,Untold Scandal,5762801,63332,5699469,2004.csv,2004,1.1%,98.9%
3422,The Good Thief,5756945,3517797,2239148,2003.csv,2003,61.1%,38.9%
3423,Kaante,5753991,1041228,4712763,2002.csv,2002,18.1%,81.9%
3424,The Golden Bowl,5753678,3050532,2703146,2001.csv,2001,53%,47%
3425,Nicotina,5751007,1117864,4633143,2003.csv,2003,19.4%,80.6%
3426,The Disappointments Room,5745040,2423468,3321572,2016.csv,2016,42.2%,57.8%
3427,Under the Skin,5735963,2614251,3121712,2014.csv,2014,45.6%,54.4%
3428,The Devil's Double,5728213,1361512,4366701,2011.csv,2011,23.8%,76.2%
3429,Kingsglaive: Final Fantasy XV,5725482,269980,5455502,2016.csv,2016,4.7%,95.3%
3430,Furie,5717640,594788,5122852,2019.csv,2019,10.4%,89.6%
3431,Like for Likes,5715555,50839,5664716,2016.csv,2016,0.9%,99.1%
3432,Saaho,5708522,2872057,2836465,2019.csv,2019,50.3%,49.7%
3433,My Best Friend's Wedding,5707770,78578,5629192,2016.csv,2016,1.4%,98.6%
3434,The Viral Factor,5687319,220496,5466823,2012.csv,2012,3.9%,96.1%
3435,Wish I Was Here,5670776,3591299,2079477,2014.csv,2014,63.3%,36.7%
3436,Mission Mangal,5667057,3659413,2007644,2019.csv,2019,64.6%,35.4%
3437,Anomalisa,5659286,3759286,1900000,2015.csv,2015,66.4%,33.6%
3438,Incident in a Ghostland,5643957,0,5643957,2018.csv,2018,-,100%
3439,Things to Come,5638693,388140,5250553,2016.csv,2016,6.9%,93.1%
3440,Wazir,5633588,1124045,4509543,2016.csv,2016,20%,80%
3441,Dalida,5623134,3465,5619669,2017.csv,2017,<0.1%,99.9%
3442,Mother and Child,5621971,1110509,4511462,2010.csv,2010,19.8%,80.2%
3443,Solitary Man,5615390,4360548,1254842,2010.csv,2010,77.7%,22.3%
3444,El Angel,5604680,109608,5495072,2018.csv,2018,2%,98%
3445,The Party,5597950,749827,4848123,2017.csv,2017,13.4%,86.6%
3446,A Fish Tale,5595327,563911,5031416,2001.csv,2001,10.1%,89.9%
3447,Fathers & Daughters,5587709,0,5587709,2015.csv,2015,-,100%
3448,The French Minister,5586646,12027,5574619,2013.csv,2013,0.2%,99.8%
3449,Destroyer,5580940,1533324,4047616,2018.csv,2018,27.5%,72.5%
3450,Pawn Sacrifice,5578519,2436633,3141886,2014.csv,2014,43.7%,56.3%
3451,Knock Knock,5567103,36336,5530767,2015.csv,2015,0.7%,99.3%
3452,Dheepan,5562575,261819,5300756,2014.csv,2014,4.7%,95.3%
3453,Escobar: Paradise Lost,5552496,195792,5356704,2014.csv,2014,3.5%,96.5%
3454,Ek Tha Tiger,5543117,2347774,3195343,2012.csv,2012,42.4%,57.6%
3455,Last Cab to Darwin,5543036,34193,5508843,2015.csv,2015,0.6%,99.4%
3456,Black & White,5541431,5277299,264132,2000.csv,2000,95.2%,4.8%
3457,The Child,5507396,651941,4855455,2005.csv,2005,11.8%,88.2%
3458,On My Way,5505705,317324,5188381,2013.csv,2013,5.8%,94.2%
3459,Warriors of the Dawn,5497176,84532,5412644,2017.csv,2017,1.5%,98.5%
3460,Tale of Tales,5497104,118925,5378179,2015.csv,2015,2.2%,97.8%
3461,A Wizard's Tale,5487261,2150,5485111,2018.csv,2018,<0.1%,100%
3462,People I Know,5484302,126793,5357509,2002.csv,2002,2.3%,97.7%
3463,Made,5480653,5313300,167353,2001.csv,2001,96.9%,3.1%
3464,Chalet Girl,5468650,1710,5466940,2011.csv,2011,<0.1%,100%
3465,Man of Tai Chi,5464885,100144,5364741,2013.csv,2013,1.8%,98.2%
3466,Thank You,5452347,463540,4988807,2011.csv,2011,8.5%,91.5%
3467,OK Jaanu,5445281,355922,5089359,2017.csv,2017,6.5%,93.5%
3468,Hara-Kiri: Death of a Samurai,5435358,75688,5359670,2011.csv,2011,1.4%,98.6%
3469,An Inconvenient Sequel: Truth to Power,5433926,3496795,1937131,2017.csv,2017,64.4%,35.6%
3470,Devdas,5427830,2745382,2682448,2002.csv,2002,50.6%,49.4%
3471,The Salt of the Earth,5412189,1343349,4068840,2014.csv,2014,24.8%,75.2%
3472,The Student and Mister Henri,5411932,761,5411171,2015.csv,2015,<0.1%,100%
3473,Dolls,5405725,4067,5401658,2002.csv,2002,<0.1%,99.9%
3474,Lady Macbeth,5401447,1129408,4272039,2017.csv,2017,20.9%,79.1%
3475,Read My Lips,5393526,1471911,3921615,2001.csv,2001,27.3%,72.7%
3476,Exit Through the Gift Shop,5386242,3291250,2094992,2010.csv,2010,61.1%,38.9%
3477,Truth,5383097,2541854,2841243,2015.csv,2015,47.2%,52.8%
3478,After the Storm,5382886,272132,5110754,2016.csv,2016,5.1%,94.9%
3479,Won't Back Down,5378228,5310554,67674,2012.csv,2012,98.7%,1.3%
3480,Equilibrium,5359645,1203794,4155851,2002.csv,2002,22.5%,77.5%
3481,Intruders,5348049,69136,5278913,2011.csv,2011,1.3%,98.7%
3482,The Real Cancun,5345083,3825421,1519662,2003.csv,2003,71.6%,28.4%
3483,Much Ado About Nothing,5341221,4328849,1012372,2013.csv,2013,81%,19%
3484,Trollhunter,5341098,253444,5087654,2010.csv,2010,4.7%,95.3%
3485,Sky on fire,5335450,78366,5257084,2016.csv,2016,1.5%,98.5%
3486,He Loves Me... He Loves Me Not,5324097,1011102,4312995,2002.csv,2002,19%,81%
3487,Charlotte Gray,5323109,741394,4581715,2001.csv,2001,13.9%,86.1%
3488,The Meddler 2016 Re-release,5294643,4267218,1027425,2016.csv,2016,80.6%,19.4%
3489,Don't Let Go,5288011,5215062,72949,2019.csv,2019,98.6%,1.4%
3490,The In Crowd,5280035,5280035,0,2000.csv,2000,100%,-
3491,Talaash,5277766,2871956,2405810,2012.csv,2012,54.4%,45.6%
3492,Mustang,5274664,845464,4429200,2015.csv,2015,16%,84%
3493,Glitter,5271666,4274407,997259,2001.csv,2001,81.1%,18.9%
3494,True Story,5261595,4719695,541900,2015.csv,2015,89.7%,10.3%
