Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
1,Avengers: Endgame,2797800564,858373000,1939427564,2019.csv,2019,30.7%,69.3%
2,Star Wars: Episode VII - The Force Awakens,2068223624,936662225,1131561399,2015.csv,2015,45.3%,54.7%
3,Avengers: Infinity War,2048359754,678815482,1369544272,2018.csv,2018,33.1%,66.9%
4,Jurassic World,1670400637,652270625,1018130012,2015.csv,2015,39%,61%
5,The Lion King,1656943394,543638043,1113305351,2019.csv,2019,32.8%,67.2%
6,The Avengers,1518812988,623357910,895455078,2012.csv,2012,41%,59%
7,Furious 7,1515047671,353007020,1162040651,2015.csv,2015,23.3%,76.7%
8,Frozen II,1450026933,477373578,972653355,2019.csv,2019,32.9%,67.1%
9,Avengers: Age of Ultron,1402805868,459005868,943800000,2015.csv,2015,32.7%,67.3%
10,Black Panther,1346913161,700059566,646853595,2018.csv,2018,52%,48%
11,Harry Potter and the Deathly Hallows: Part 2,1341511219,381011219,960500000,2011.csv,2011,28.4%,71.6%
12,Star Wars: Episode VIII - The Last Jedi,1332539889,620181382,712358507,2017.csv,2017,46.5%,53.5%
13,Jurassic World: Fallen Kingdom,1308467944,417719760,890748184,2018.csv,2018,31.9%,68.1%
14,Frozen,1280802282,400738009,880064273,2013.csv,2013,31.3%,68.7%
15,Beauty and the Beast,1263521126,504014165,759506961,2017.csv,2017,39.9%,60.1%
16,Incredibles 2,1242805359,608581744,634223615,2018.csv,2018,49%,51%
17,The Fate of the Furious,1236005118,226008385,1009996733,2017.csv,2017,18.3%,81.7%
18,Iron Man 3,1214811252,409013994,805797258,2013.csv,2013,33.7%,66.3%
19,Minions,1159398397,336045770,823352627,2015.csv,2015,29%,71%
20,Captain America: Civil War,1153296293,408084349,745211944,2016.csv,2016,35.4%,64.6%
21,Aquaman,1148461807,335061807,813400000,2018.csv,2018,29.2%,70.8%
22,The Lord of the Rings: The Return of the King,1140682011,377027325,763654686,2003.csv,2003,33.1%,66.9%
23,Spider-Man: Far from Home,1131927996,390532085,741395911,2019.csv,2019,34.5%,65.5%
24,Captain Marvel,1128274794,426829839,701444955,2019.csv,2019,37.8%,62.2%
25,Transformers: Dark of the Moon,1123794079,352390543,771403536,2011.csv,2011,31.4%,68.6%
26,Skyfall,1108561013,304360277,804200736,2012.csv,2012,27.5%,72.5%
27,Transformers: Age of Extinction,1104054072,245439076,858614996,2014.csv,2014,22.2%,77.8%
28,The Dark Knight Rises,1081041287,448139099,632902188,2012.csv,2012,41.5%,58.5%
29,Joker,1074251311,335451311,738800000,2019.csv,2019,31.2%,68.8%
30,Star Wars: Episode IX - The Rise of Skywalker,1074144248,515202542,558941706,2019.csv,2019,48%,52%
31,Toy Story 4,1073394593,434038008,639356585,2019.csv,2019,40.4%,59.6%
32,Toy Story 3,1066969703,415004880,651964823,2010.csv,2010,38.9%,61.1%
33,Rogue One: A Star Wars Story,1056057273,532177324,523879949,2016.csv,2016,50.4%,49.6%
34,Aladdin,1050693953,355559216,695134737,2019.csv,2019,33.8%,66.2%
35,Pirates of the Caribbean: On Stranger Tides,1045713802,241071802,804642000,2011.csv,2011,23.1%,76.9%
36,Despicable Me 3,1034799409,264624300,770175109,2017.csv,2017,25.6%,74.4%
37,Finding Dory,1028570889,486295561,542275328,2016.csv,2016,47.3%,52.7%
38,Alice in Wonderland,1025467110,334191110,691276000,2010.csv,2010,32.6%,67.4%
39,Zootopia,1023784195,341268248,682515947,2016.csv,2016,33.3%,66.7%
40,The Hobbit: An Unexpected Journey,1017003568,303003568,714000000,2012.csv,2012,29.8%,70.2%
41,Harry Potter and the Deathly Hallows: Part 1,976536918,295983305,680553613,2010.csv,2010,30.3%,69.7%
42,Harry Potter and the Sorcerer's Stone,974755371,317575550,657179821,2001.csv,2001,32.6%,67.4%
43,Despicable Me 2,970766005,368065385,602700620,2013.csv,2013,37.9%,62.1%
44,The Jungle Book,966550600,364001123,602549477,2016.csv,2016,37.7%,62.3%
45,Jumanji: Welcome to the Jungle,962077546,404515480,557562066,2017.csv,2017,42%,58%
46,The Hobbit: The Desolation of Smaug,958366855,258366855,700000000,2013.csv,2013,27%,73%
47,The Hobbit: The Battle of the Five Armies,956019788,255119788,700900000,2014.csv,2014,26.7%,73.3%
48,The Lord of the Rings: The Two Towers,936689735,339789881,596899854,2002.csv,2002,36.3%,63.7%
49,Shrek 2,928760770,441226247,487534523,2004.csv,2004,47.5%,52.5%
50,Bohemian Rhapsody,903655259,216428042,687227217,2018.csv,2018,24%,76%
51,Harry Potter and the Goblet of Fire,895921036,290013036,605908000,2005.csv,2005,32.4%,67.6%
52,The Lord of the Rings: The Fellowship of the Ring,883726270,313364114,570362156,2001.csv,2001,35.5%,64.5%
53,Spectre,880674609,200074609,680600000,2015.csv,2015,22.7%,77.3%
54,Spider-Man: Homecoming,880166924,334201140,545965784,2017.csv,2017,38%,62%
55,Harry Potter and the Chamber of Secrets,878979634,261988482,616991152,2002.csv,2002,29.8%,70.2%
56,Ice Age: Continental Drift,877244782,161321843,715922939,2012.csv,2012,18.4%,81.6%
57,The Secret Life of Pets,875457937,368384330,507073607,2016.csv,2016,42.1%,57.9%
58,Batman v Superman: Dawn of Justice,873634919,330360194,543274725,2016.csv,2016,37.8%,62.2%
59,Finding Nemo,871014978,339714978,531300000,2003.csv,2003,39%,61%
60,Wolf Warrior 2,870325439,2721100,867604339,2017.csv,2017,0.3%,99.7%
61,Star Wars: Episode III - Revenge of the Sith,868352530,380270577,488081953,2005.csv,2005,43.8%,56.2%
62,The Hunger Games: Catching Fire,865011746,424668047,440343699,2013.csv,2013,49.1%,50.9%
63,Guardians of the Galaxy Vol. 2,863756051,389813101,473942950,2017.csv,2017,45.1%,54.9%
64,Inside Out,857611174,356461711,501149463,2015.csv,2015,41.6%,58.4%
65,Venom,856085151,213515506,642569645,2018.csv,2018,24.9%,75.1%
66,Thor: Ragnarok,853977126,315058289,538918837,2017.csv,2017,36.9%,63.1%
67,The Twilight Saga: Breaking Dawn - Part 2,829746820,292324737,537422083,2012.csv,2012,35.2%,64.8%
68,Inception,828322032,292576195,535745837,2010.csv,2010,35.3%,64.7%
69,Wonder Woman,821847012,412563408,409283604,2017.csv,2017,50.2%,49.8%
70,Spider-Man,821708551,403706375,418002176,2002.csv,2002,49.1%,50.9%
71,Fantastic Beasts and Where to Find Them,814037575,234037575,580000000,2016.csv,2016,28.8%,71.2%
72,Coco,807082196,209726015,597356181,2017.csv,2017,26%,74%
73,Jumanji: The Next Level,796575993,316831246,479744747,2019.csv,2019,39.8%,60.2%
74,Harry Potter and the Prisoner of Azkaban,795634069,249541069,546093000,2004.csv,2004,31.4%,68.6%
75,Pirates of the Caribbean: Dead Men Tell No Tales,794861794,172558876,622302918,2017.csv,2017,21.7%,78.3%
76,Mission: Impossible - Fallout,791115104,220159104,570956000,2018.csv,2018,27.8%,72.2%
77,Spider-Man 2,788976453,373585825,415390628,2004.csv,2004,47.4%,52.6%
78,Fast & Furious 6,788679850,238679850,550000000,2013.csv,2013,30.3%,69.7%
79,Deadpool,782612155,363070709,419541446,2016.csv,2016,46.4%,53.6%
80,Guardians of the Galaxy,772776600,333176600,439600000,2014.csv,2014,43.1%,56.9%
81,Fast & Furious Presents: Hobbs & Shaw,759056935,173956935,585100000,2019.csv,2019,22.9%,77.1%
82,Maleficent,758410378,241410378,517000000,2014.csv,2014,31.8%,68.2%
83,The Amazing Spider-Man,757930663,262030663,495900000,2012.csv,2012,34.6%,65.4%
84,The Hunger Games: Mockingjay - Part 1,755356711,337135885,418220826,2014.csv,2014,44.6%,55.4%
85,Shrek Forever After,752600867,238736787,513864080,2010.csv,2010,31.7%,68.3%
86,Madagascar 3: Europe's Most Wanted,746921274,216391482,530529792,2012.csv,2012,29%,71%
87,Suicide Squad,746846894,325100054,421746840,2016.csv,2016,43.5%,56.5%
88,X-Men: Days of Future Past,746045700,233921534,512124166,2014.csv,2014,31.4%,68.6%
89,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115,291710957,453302158,2005.csv,2005,39.2%,60.8%
90,Monsters University,743559607,268492764,475066843,2013.csv,2013,36.1%,63.9%
91,The Matrix Reloaded,739412035,281576461,457835574,2003.csv,2003,38.1%,61.9%
92,Deadpool 2,734546611,318491426,416055185,2018.csv,2018,43.4%,56.6%
93,Ne Zha,726063471,3695533,722367938,2019.csv,2019,0.5%,99.5%
94,Gravity,723192705,274092705,449100000,2013.csv,2013,37.9%,62.1%
95,Captain America: The Winter Soldier,714421503,259766572,454654931,2014.csv,2014,36.4%,63.6%
96,The Twilight Saga: Breaking Dawn - Part 1,712205856,281287133,430918723,2011.csv,2011,39.5%,60.5%
97,Dawn of the Planet of the Apes,710644566,208545589,502098977,2014.csv,2014,29.3%,70.7%
98,The Amazing Spider-Man 2,708982323,202853933,506128390,2014.csv,2014,28.6%,71.4%
99,It,700381748,327481748,372900000,2017.csv,2017,46.8%,53.2%
100,The Wandering Earth,699760773,5875487,693885286,2019.csv,2019,0.8%,99.2%
101,The Twilight Saga: Eclipse,698491347,300531751,397959596,2010.csv,2010,43%,57%
102,Mission: Impossible - Ghost Protocol,694713380,209397903,485315477,2011.csv,2011,30.1%,69.9%
103,The Hunger Games,694394724,408010692,286384032,2012.csv,2012,58.8%,41.2%
104,Mission: Impossible - Rogue Nation,682714267,195042377,487671890,2015.csv,2015,28.6%,71.4%
105,Doctor Strange,677718395,232641920,445076475,2016.csv,2016,34.3%,65.7%
106,Interstellar,677463813,188020017,489443796,2014.csv,2014,27.8%,72.2%
107,Man of Steel,668045518,291045518,377000000,2013.csv,2013,43.6%,56.4%
108,Kung Fu Panda 2,665692281,165249063,500443218,2011.csv,2011,24.8%,75.2%
109,The Hunger Games: Mockingjay - Part 2,658344137,281723902,376620235,2015.csv,2015,42.8%,57.2%
110,Justice League,657924295,229024295,428900000,2017.csv,2017,34.8%,65.2%
111,Big Hero 6,657827828,222527828,435300000,2014.csv,2014,33.8%,66.2%
112,Fantastic Beasts: The Crimes of Grindelwald,654855901,159555901,495300000,2018.csv,2018,24.4%,75.6%
113,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,305413918,348850097,2003.csv,2003,46.7%,53.3%
114,Star Wars: Episode II - Attack of the Clones,645256452,302191252,343065200,2002.csv,2002,46.8%,53.2%
115,Thor: The Dark World,644783140,206362140,438421000,2013.csv,2013,32%,68%
116,Moana,643331111,248757044,394574067,2016.csv,2016,38.7%,61.3%
117,Sing,634151679,270395425,363756254,2016.csv,2016,42.6%,57.4%
118,The Incredibles,631442092,261441092,370001000,2004.csv,2004,41.4%,58.6%
119,The Martian,630161890,228433663,401728227,2015.csv,2015,36.2%,63.8%
120,Fast Five,626137675,209837675,416300000,2011.csv,2011,33.5%,66.5%
121,Men in Black 3,624026776,179020854,445005922,2012.csv,2012,28.7%,71.3%
122,Iron Man 2,623933331,312433331,311500000,2010.csv,2010,50.1%,49.9%
123,Ant-Man and the Wasp,622674139,216648740,406025399,2018.csv,2018,34.8%,65.2%
124,How to Train Your Dragon 2,621537519,177002924,444534595,2014.csv,2014,28.5%,71.5%
125,Logan,619021436,226277068,392744368,2017.csv,2017,36.6%,63.4%
126,The Passion of the Christ,611486736,370274604,241212132,2004.csv,2004,60.6%,39.4%
127,Life of Pi,609016565,124987023,484029542,2012.csv,2012,20.5%,79.5%
128,Transformers: The Last Knight,605425157,130168683,475256474,2017.csv,2017,21.5%,78.5%
129,War of the Worlds,603873119,234280354,369592765,2005.csv,2005,38.8%,61.2%
130,Tangled,592461732,200821936,391639796,2010.csv,2010,33.9%,66.1%
131,The Croods,587204668,187168425,400036243,2013.csv,2013,31.9%,68.1%
132,The Hangover Part II,586764305,254464305,332300000,2011.csv,2011,43.4%,56.6%
133,Ready Player One,582890172,137690172,445200000,2018.csv,2018,23.6%,76.4%
134,Operation Red Sea,579330426,1543547,577786879,2018.csv,2018,0.3%,99.7%
135,Fifty Shades of Grey,569651467,166167230,403484237,2015.csv,2015,29.2%,70.8%
136,Kong: Skull Island,566652812,168052812,398600000,2017.csv,2017,29.7%,70.3%
137,The Smurfs,563749323,142614158,421135165,2011.csv,2011,25.3%,74.7%
138,King Kong,562363449,218080025,344283424,2005.csv,2005,38.8%,61.2%
139,Cars 2,559852396,191452396,368400000,2011.csv,2011,34.2%,65.8%
140,Puss in Boots,554987477,149260504,405726973,2011.csv,2011,26.9%,73.1%
141,The Mermaid,553810228,3232685,550577543,2016.csv,2016,0.6%,99.4%
142,The Day After Tomorrow,552639571,186740799,365898772,2004.csv,2004,33.8%,66.2%
143,Ted,549368315,218815487,330552828,2012.csv,2012,39.8%,60.2%
144,American Sniper,547426372,350126372,197300000,2014.csv,2014,64%,36%
145,Mission: Impossible II,546388108,215409889,330978219,2000.csv,2000,39.4%,60.6%
146,Detective Chinatown 2,544185156,1983984,542201172,2018.csv,2018,0.4%,99.6%
147,X-Men: Apocalypse,543934105,155442489,388491616,2016.csv,2016,28.6%,71.4%
148,Sherlock Holmes: A Game of Shadows,543848418,186848418,357000000,2011.csv,2011,34.4%,65.6%
149,Despicable Me,543113985,251513985,291600000,2010.csv,2010,46.3%,53.7%
150,Cinderella,542351353,201151353,341200000,2015.csv,2015,37.1%,62.9%
151,Madagascar,542063846,193595521,348468325,2005.csv,2005,35.7%,64.3%
152,World War Z,540007876,202359711,337648165,2013.csv,2013,37.5%,62.5%
153,Brave,538983207,237283207,301700000,2012.csv,2012,44%,56%
154,The Revenant,532950503,183637894,349312609,2015.csv,2015,34.5%,65.5%
155,The Meg,530243742,145443742,384800000,2018.csv,2018,27.4%,72.6%
156,Ralph Breaks the Internet,529323962,201091711,328232251,2018.csv,2018,38%,62%
157,"Monsters, Inc.",528773250,255873250,272900000,2001.csv,2001,48.4%,51.6%
158,Hotel Transylvania 3: Summer Vacation,528583774,167510016,361073758,2018.csv,2018,31.7%,68.3%
159,The Boss Baby,527965936,175003033,352962903,2017.csv,2017,33.1%,66.9%
160,Dunkirk,525245546,188045546,337200000,2017.csv,2017,35.8%,64.2%
161,Godzilla,524976069,200676069,324300000,2014.csv,2014,38.2%,61.8%
162,Meet the Fockers,522657936,279261160,243396776,2004.csv,2004,53.4%,46.6%
163,How to Train Your Dragon: The Hidden World,521799505,160799505,361000000,2019.csv,2019,30.8%,69.2%
164,Kung Fu Panda 3,521170825,143528619,377642206,2016.csv,2016,27.5%,72.5%
165,Ant-Man,519311965,180202163,339109802,2015.csv,2015,34.7%,65.3%
166,Dr. Seuss' The Grinch,511595957,270620950,240975007,2018.csv,2018,52.9%,47.1%
167,Rio 2,498781117,131538435,367242682,2014.csv,2014,26.4%,73.6%
168,Troy,497409852,133378256,364031596,2004.csv,2004,26.8%,73.2%
169,How to Train Your Dragon,494878759,217581231,277297528,2010.csv,2010,44%,56%
170,Oz the Great and Powerful,493311825,234911825,258400000,2013.csv,2013,47.6%,52.4%
171,Clash of the Titans,493214993,163214888,330000105,2010.csv,2010,33.1%,66.9%
172,Maleficent: Mistress of Evil,491730089,113929605,377800484,2019.csv,2019,23.2%,76.8%
173,War for the Planet of the Apes,490719763,146880162,343839601,2017.csv,2017,29.9%,70.1%
174,Mr. & Mrs. Smith,487287646,186336279,300951367,2005.csv,2005,38.2%,61.8%
175,Teenage Mutant Ninja Turtles,485004754,191204754,293800000,2014.csv,2014,39.4%,60.6%
176,Bruce Almighty,484592874,242829261,241763613,2003.csv,2003,50.1%,49.9%
177,Shrek,484409218,267665011,216744207,2001.csv,2001,55.3%,44.7%
178,Rio,483866518,143619809,340246709,2011.csv,2011,29.7%,70.3%
179,Rise of the Planet of the Apes,481800873,176760185,305040688,2011.csv,2011,36.7%,63.3%
180,Charlie and the Chocolate Factory,474968763,206459076,268509687,2005.csv,2005,43.5%,56.5%
181,Hotel Transylvania 2,474800000,169700110,305099890,2015.csv,2015,35.7%,64.3%
182,San Andreas,473990832,155190832,318800000,2015.csv,2015,32.7%,67.3%
183,It Chapter Two,473093228,211593228,261500000,2019.csv,2019,44.7%,55.3%
184,Wreck-It Ralph,471222889,189422889,281800000,2012.csv,2012,40.2%,59.8%
185,The Lego Movie,468060692,257760692,210300000,2014.csv,2014,55.1%,44.9%
186,Bumblebee,467989645,127195589,340794056,2018.csv,2018,27.2%,72.8%
187,Star Trek Into Darkness,467365246,228778661,238586585,2013.csv,2013,49%,51%
188,Gladiator,460583960,187705427,272878533,2000.csv,2000,40.8%,59.2%
189,Lucy,458863600,126663600,332200000,2014.csv,2014,27.6%,72.4%
190,The Last Samurai,454627263,111127263,343500000,2003.csv,2003,24.4%,75.6%
191,Ocean's Eleven,450717150,183417150,267300000,2001.csv,2001,40.7%,59.3%
192,"My People, My Country",450064993,2356683,447708310,2019.csv,2019,0.5%,99.5%
193,Thor,449326618,181030624,268295994,2011.csv,2011,40.3%,59.7%
194,Pearl Harbor,449220945,198542554,250678391,2001.csv,2001,44.2%,55.8%
195,La La Land,446171671,151101803,295069868,2016.csv,2016,33.9%,66.1%
196,Men in Black II,441818803,190418803,251400000,2002.csv,2002,43.1%,56.9%
197,Les Misérables,441809770,148809770,293000000,2012.csv,2012,33.7%,66.3%
198,Terminator Genisys,440603537,89760956,350842581,2015.csv,2015,20.4%,79.6%
199,Warcraft,439048914,47365290,391683624,2016.csv,2016,10.8%,89.2%
200,A Star Is Born,436188866,215288866,220900000,2018.csv,2018,49.4%,50.6%
201,The Greatest Showman,434993183,174340174,260653009,2017.csv,2017,40.1%,59.9%
202,Terminator 3: Rise of the Machines,433371112,150371112,283000000,2003.csv,2003,34.7%,65.3%
203,The Mummy Returns,433013274,202019785,230993489,2001.csv,2001,46.7%,53.3%
204,Pokémon Detective Pikachu,433005346,144105346,288900000,2019.csv,2019,33.3%,66.7%
205,Die Another Day,431971116,160942139,271028977,2002.csv,2002,37.3%,62.7%
206,The Secret Life of Pets 2,430051293,158874395,271176898,2019.csv,2019,36.9%,63.1%
207,Cast Away,429632142,233632142,196000000,2000.csv,2000,54.4%,45.6%
208,Rampage,428028233,101028233,327000000,2018.csv,2018,23.6%,76.4%
209,The Matrix Revolutions,427343298,139313948,288029350,2003.csv,2003,32.6%,67.4%
210,The Intouchables,426588510,10198820,416389690,2011.csv,2011,2.4%,97.6%
211,Bad Boys for Life,425514702,204417855,221096847,2020.csv,2020,48%,52%
212,Django Unchained,425368238,162805434,262562804,2012.csv,2012,38.3%,61.7%
213,The King's Speech,423999102,135453143,288545959,2010.csv,2010,31.9%,68.1%
214,The Captain,416953262,706572,416246690,2019.csv,2019,0.2%,99.8%
215,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,104386950,311299267,2010.csv,2010,25.1%,74.9%
216,Jason Bourne,415484914,162434410,253050504,2016.csv,2016,39.1%,60.9%
217,The Wolverine,414828246,132556852,282271394,2013.csv,2013,32%,68%
218,Kingsman: The Secret Service,414351546,128261724,286089822,2015.csv,2015,31%,69%
219,Pacific Rim,411002906,101802906,309200000,2013.csv,2013,24.8%,75.2%
220,Kingsman: The Golden Circle,410902662,100234838,310667824,2017.csv,2017,24.4%,75.6%
221,The Mummy,409231607,80227895,329003712,2017.csv,2017,19.6%,80.4%
222,Ice Age: Collision Course,408579038,64063008,344516030,2016.csv,2016,15.7%,84.3%
223,Signs,408247917,227966634,180281283,2002.csv,2002,55.8%,44.2%
224,X2: X-Men United,407711549,214949694,192761855,2003.csv,2003,52.7%,47.3%
225,Alita: Battle Angel,404852543,85710210,319142333,2019.csv,2019,21.2%,78.8%
226,Prometheus,403354469,126477084,276877385,2012.csv,2012,31.4%,68.6%
227,TRON: Legacy,400062763,172062763,228000000,2010.csv,2010,43%,57%
228,Mission: Impossible III,398479497,134029801,264449696,2005.csv,2005,33.6%,66.4%
229,Snow White and the Huntsman,396592829,155332381,241260448,2012.csv,2012,39.2%,60.8%
230,Mamma Mia! Here We Go Again,395044706,120634935,274409771,2018.csv,2018,30.5%,69.5%
231,Solo: A Star Wars Story,392924807,213767512,179157295,2018.csv,2018,54.4%,45.6%
232,The Wolf of Wall Street,392000694,116900694,275100000,2013.csv,2013,29.8%,70.2%
233,Independence Day: Resurgence,389681935,103144286,286537649,2016.csv,2016,26.5%,73.5%
234,Monster Hunt,387053506,32766,387020740,2015.csv,2015,<0.1%,100%
235,Godzilla: King of the Monsters,386600138,110500138,276100000,2019.csv,2019,28.6%,71.4%
236,Home,386041607,177397510,208644097,2015.csv,2015,46%,54%
237,Cars 3,383930656,152901115,231029541,2017.csv,2017,39.8%,60.2%
238,Ice Age,383257136,176387405,206869731,2002.csv,2002,46%,54%
239,Fifty Shades Darker,381545846,114581250,266964596,2017.csv,2017,30%,70%
240,Taken 2,376141306,139854287,236287019,2012.csv,2012,37.2%,62.8%
241,G.I. Joe: Retaliation,375740705,122523060,253217645,2013.csv,2013,32.6%,67.4%
242,Spider-Man: Into the Spider-Verse,375540831,190241310,185299521,2018.csv,2018,50.7%,49.3%
243,Mad Max: Fury Road,374736354,153636354,221100000,2015.csv,2015,41%,59%
244,Shark Tale,374583879,160861908,213721971,2004.csv,2004,42.9%,57.1%
245,Once Upon a Time... in Hollywood,374343626,142502728,231840898,2019.csv,2019,38.1%,61.9%
246,What Women Want,374111707,182811707,191300000,2000.csv,2000,48.9%,51.1%
247,The Adventures of Tintin,373993951,77591831,296402120,2011.csv,2011,20.7%,79.3%
248,Penguins of Madagascar,373515621,83850911,289664710,2014.csv,2014,22.4%,77.6%
249,Fifty Shades Freed,371985018,100407760,271577258,2018.csv,2018,27%,73%
250,Batman Begins,371853783,205343774,166510009,2005.csv,2005,55.2%,44.8%
251,Hitch,371594210,179495555,192098655,2005.csv,2005,48.3%,51.7%
252,Captain America: The First Avenger,370569774,176654505,193915269,2011.csv,2011,47.7%,52.3%
253,Edge of Tomorrow,370541256,100206256,270335000,2014.csv,2014,27%,73%
254,Gone Girl,369330363,167767189,201563174,2014.csv,2014,45.4%,54.6%
255,Jurassic Park III,368780809,181171875,187608934,2001.csv,2001,49.1%,50.9%
256,My Big Fat Greek Wedding,368744044,241438208,127305836,2002.csv,2002,65.5%,34.5%
257,1917,368027644,159227644,208800000,2019.csv,2019,43.3%,56.7%
258,Shazam!,365971656,140371656,225600000,2019.csv,2019,38.4%,61.6%
259,The Nun,365550119,117450119,248100000,2018.csv,2018,32.1%,67.9%
260,Night at the Museum: Secret of the Tomb,363204635,113746621,249458014,2014.csv,2014,31.3%,68.7%
261,Ocean's Twelve,362744280,125544280,237200000,2004.csv,2004,34.6%,65.4%
262,Planet of the Apes,362211740,180011740,182200000,2001.csv,2001,49.7%,50.3%
263,The Hangover Part III,362000072,112200072,249800000,2013.csv,2013,31%,69%
264,Monster Hunt 2,361682618,706153,360976465,2018.csv,2018,0.2%,99.8%
265,Noah,359200044,101200044,258000000,2014.csv,2014,28.2%,71.8%
266,The Karate Kid,359126022,176591618,182534404,2010.csv,2010,49.2%,50.8%
267,Your Name.,358922706,5017246,353905460,2016.csv,2016,1.4%,98.6%
268,Hotel Transylvania,358375603,148313048,210062555,2011.csv,2011,41.4%,58.6%
269,Minority Report,358372926,132072926,226300000,2002.csv,2002,36.9%,63.1%
270,The Legend of Tarzan,356700357,126643061,230057296,2016.csv,2016,35.5%,64.5%
271,The Great Gatsby,353641895,144840419,208801476,2013.csv,2013,41%,59%
272,Dumbo,353284621,114766307,238518314,2019.csv,2019,32.5%,67.5%
273,"I, Robot",353133898,144801023,208332875,2004.csv,2004,41%,59%
274,Murder on the Orient Express,352789811,102826543,249963268,2017.csv,2017,29.1%,70.9%
275,X-Men: First Class,352616690,146408305,206208385,2011.csv,2011,41.5%,58.5%
276,The Angry Birds Movie,352333929,107509366,244824563,2016.csv,2016,30.5%,69.5%
277,Catch Me If You Can,352114312,164615351,187498961,2002.csv,2002,46.8%,53.2%
278,Now You See Me,351723989,117723989,234000000,2013.csv,2013,33.5%,66.5%
279,Hannibal,351692268,165092268,186600000,2001.csv,2001,46.9%,53.1%
280,Peter Rabbit,351266433,115253424,236013009,2018.csv,2018,32.8%,67.2%
281,Dinosaur,349822765,137748063,212074702,2000.csv,2000,39.4%,60.6%
282,Mary Poppins Returns,349537494,171958438,177579056,2018.csv,2018,49.2%,50.8%
283,The Lorax,348840316,214030500,134809816,2012.csv,2012,61.4%,38.6%
284,The Maze Runner,348319861,102427862,245891999,2014.csv,2014,29.4%,70.6%
285,The Smurfs 2,347545360,71017784,276527576,2013.csv,2013,20.4%,79.6%
286,National Treasure,347512318,173008894,174503424,2004.csv,2004,49.8%,50.2%
287,Rush Hour 2,347325802,226164286,121161516,2001.csv,2001,65.1%,34.9%
288,Trolls,346864462,153707064,193157398,2016.csv,2016,44.3%,55.7%
289,xXx: Return of Xander Cage,346118277,44898413,301219864,2017.csv,2017,13%,87%
290,How the Grinch Stole Christmas,345141403,260044825,85096578,2000.csv,2000,75.3%,24.7%
291,Titanic 2012 3D Release,343550770,57884114,285666656,2012.csv,2012,16.8%,83.2%
292,Star Trek Beyond,343471816,158848340,184623476,2016.csv,2016,46.2%,53.8%
293,Alvin and the Chipmunks: Chipwrecked,342695435,133110742,209584693,2011.csv,2011,38.8%,61.2%
294,A Quiet Place,340939361,188024361,152915000,2018.csv,2018,55.1%,44.9%
295,300: Rise of an Empire,337580051,106580051,231000000,2014.csv,2014,31.6%,68.4%
296,Journey 2: The Mysterious Island,335260290,103860290,231400000,2012.csv,2012,31%,69%
297,The Great Wall,334933831,45540830,289393001,2016.csv,2016,13.6%,86.4%
298,Now You See Me 2,334897606,65075540,269822066,2016.csv,2016,19.4%,80.6%
299,Fantastic Four,333535934,154696080,178839854,2005.csv,2005,46.4%,53.6%
300,The Good Dinosaur,332207671,123087120,209120551,2015.csv,2015,37.1%,62.9%
301,22 Jump Street,331333876,191719337,139614539,2014.csv,2014,57.9%,42.1%
302,Meet the Parents,330444045,166244045,164200000,2000.csv,2000,50.3%,49.7%
303,Black Swan,329398046,106954678,222443368,2010.csv,2010,32.5%,67.5%
304,The Perfect Storm,328718434,182618434,146100000,2000.csv,2000,55.6%,44.4%
305,Green Book,326750920,85080171,241670749,2018.csv,2018,26%,74%
306,John Wick: Chapter 3 - Parabellum,326709727,171015687,155694040,2019.csv,2019,52.3%,47.7%
307,Taken 3,326479141,89256424,237222717,2015.csv,2015,27.3%,72.7%
308,The SpongeBob Movie: Sponge Out of Water,325186032,162994032,162192000,2015.csv,2015,50.1%,49.9%
309,Megamind,321885765,148415853,173469912,2010.csv,2010,46.1%,53.9%
310,Robin Hood,321669741,105269730,216400011,2010.csv,2010,32.7%,67.3%
311,The Conjuring 2,320392818,102470008,217922810,2016.csv,2016,32%,68%
312,The Last Airbender,319713881,131772187,187941694,2010.csv,2010,41.2%,58.8%
313,The Conjuring,319494638,137400141,182094497,2013.csv,2013,43%,57%
314,The Expendables 2,314975955,85028192,229947763,2012.csv,2012,27%,73%
315,Chicken Little,314432837,135386665,179046172,2005.csv,2005,43.1%,56.9%
316,A Beautiful Mind,313542341,170742341,142800000,2001.csv,2001,54.5%,45.5%
317,Maze Runner: The Scorch Trials,312296056,81697192,230598864,2015.csv,2015,26.2%,73.8%
318,Resident Evil: The Final Chapter,312242626,26830068,285412558,2016.csv,2016,8.6%,91.4%
319,The Lego Batman Movie,311950384,175750384,136200000,2017.csv,2017,56.3%,43.7%
320,Knives Out,311553190,165363234,146189956,2019.csv,2019,53.1%,46.9%
321,Little Fockers,310650585,148438600,162211985,2010.csv,2010,47.8%,52.2%
322,The Ex-File 3: The Return of The Exes,307592427,838959,306753468,2017.csv,2017,0.3%,99.7%
323,The Fault in Our Stars,307166834,124872350,182294484,2014.csv,2014,40.7%,59.3%
324,Rise of the Guardians,306941670,103412758,203528912,2012.csv,2012,33.7%,66.3%
